,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
27,27,27,27,27,27,2018_11_15_11_13,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-3.472361932239864,-2.062056468166844,8.758320900671876,,,,B
28,28,28,28,28,28,2018_11_15_11_14,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.5630154366349358,0.3591517032754733,9.974899828107487,,,,B
29,29,29,29,29,29,2018_11_15_11_15,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.4364578751922724,0.4499865891567768,9.970400994960809,,,,B
30,30,30,30,30,30,2018_11_15_11_16,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-1.5578182959764852,3.5251040737721144,3.6104977246920753,,,,B
31,31,31,31,31,31,2018_11_15_11_17,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.7452696752984264,4.340784195775147,-6.813768098488249,,,,B
32,32,32,32,32,32,2018_11_15_11_18,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,0.0762712766229558,0.3750853429109735,-9.413777377939534,,,,B
33,33,33,33,33,33,2018_11_15_11_19,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0751908048250841,0.7373739101839853,-9.389532421556554,,,,B
34,34,34,34,34,34,2018_11_15_11_20,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.2471658001679762,0.5777452736954106,-9.418737357222868,,,,B
35,35,35,35,35,35,2018_11_15_11_21,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,3.896229472253082,6.395840398114225,-4.484325048086775,,,,B
36,36,36,36,36,36,2018_11_15_11_22,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,4.38887200561668,5.465125956308513,-6.152161334403694,,,,B
37,37,37,37,37,37,2018_11_15_11_23,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.1597127025204474,2.025003692885157,-9.19130515098039,,,,B
38,38,38,38,38,38,2018_11_15_11_24,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.6672834620301402,2.4706551988235232,-9.038245001400544,,,,B
39,39,39,39,39,39,2018_11_15_11_25,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,1.0048890824552077,2.9873256291713366,-8.863360219652835,,,,B
40,40,40,40,40,40,2018_11_15_11_26,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,0.7782120732225098,2.716000650391929,-8.994695246080637,,,,B
41,41,41,41,41,41,2018_11_15_11_27,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,1.512274827087338,2.561873529563269,-8.971621744568893,,,,B
42,42,42,42,42,42,2018_11_15_11_28,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,1.943997941410969,2.664312153191482,-8.870660575027985,,,,B
43,43,43,43,43,43,2018_11_15_11_29,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,1.785098550407056,2.7593107503919376,-8.336528416304573,,,,B
44,44,44,44,44,44,2018_11_15_11_30,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-2.716274098888904,0.1314344358048112,-7.394095248410874,,,,B
45,45,45,45,45,45,2018_11_15_11_31,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3290324843113097,1.7190153548152292,-9.270667015117551,,,,B
46,46,46,46,46,46,2018_11_15_11_32,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3768602158118692,1.712679970492715,-9.274181894736827,,,,B
47,47,47,47,47,47,2018_11_15_11_33,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3749673755263158,1.7108541582306809,-9.27627582978722,,,,B
48,48,48,48,48,48,2018_11_15_11_34,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.2606114016810752,1.5951228013437866,-9.30370320352741,,,,B
49,49,49,49,49,49,2018_11_15_11_35,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.2372925860896462,0.9736375559653084,-9.38118920117516,,,,B
50,50,50,50,50,50,2018_11_15_11_36,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3977297192441213,0.7388484962933937,-9.39585977463608,,,,B
51,51,51,51,51,51,2018_11_15_11_37,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.9183412403437844,1.4784986485330422,-9.25347858622617,,,,B
52,52,52,52,52,52,2018_11_15_11_38,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.8060362868109778,2.03129919266517,-9.157123298432234,,,,B
53,53,53,53,53,53,2018_11_15_11_39,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-1.4272016055552077,2.50837266029115,-8.787965727491567,,,,B
54,54,54,54,54,54,2018_11_15_11_40,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-2.407011832225631,3.1487184524636023,-8.573396355711093,,,,B
55,55,55,55,55,55,2018_11_15_11_41,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-2.4422251523516234,3.0608112712765965,-8.633028823796165,,,,B
56,56,56,56,56,56,2018_11_15_11_42,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-2.3143611113038567,2.9628506950195823,-8.701361576385,,,,B
57,57,57,57,57,57,2018_11_15_11_43,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-1.89665549134468,2.204392155838192,-6.307677112463611,,,,B
58,58,58,58,58,58,2018_11_15_11_44,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3854611105935037,0.5365263997256403,9.934190398936217,,,,B
59,59,59,59,59,59,2018_11_15_11_45,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3859233401510905,0.5405295623335171,9.924798799664272,,,,B
60,60,60,60,60,60,2018_11_15_11_46,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3862323487002799,0.5422189591484572,9.919089879271745,,,,B
61,61,61,61,61,61,2018_11_15_11_47,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3854182129955196,0.5432398171556517,9.91209568365064,,,,B
62,62,62,62,62,62,2018_11_15_11_48,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.3852546672900321,0.5442050048488208,9.907167867581204,,,,B
63,63,63,63,63,63,2018_11_15_11_49,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.38429484212206,0.5446741932362791,9.902425055431156,,,,B
64,64,64,64,64,64,2018_11_15_11_50,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,0.0179578558488229,0.3888392748491595,7.108906406215019,,,,B
65,65,65,65,65,65,2018_11_15_11_51,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,4.0,-3.1137276798840987,1.6193329324039187,-5.0418093558913935,,,,B
66,66,66,66,66,66,2018_11_15_11_52,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-7.570530024636097,3.839540805436725,-3.574984168221051,,,,B
67,67,67,67,67,67,2018_11_15_11_53,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-7.825044665789483,3.976125564725637,-3.829598009372893,,,,B
68,68,68,68,68,68,2018_11_15_11_54,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,4.0,-8.566456411836512,1.598029099759124,-2.4962314250806337,,,,B
69,69,69,69,69,69,2018_11_15_11_55,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-8.423214414557659,1.782007271155543,-4.028815429507264,,,,B
70,70,70,70,70,70,2018_11_15_11_56,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-4.546119898359652,-0.0121908596050388,2.475300235610313,,,,B
71,71,71,71,71,71,2018_11_15_11_57,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0309208601840985,0.5582860181354974,9.959802705767094,,,,B
72,72,72,72,72,72,2018_11_15_11_58,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0285588314096304,0.5604818191489349,9.945290036394178,,,,B
73,73,73,73,73,73,2018_11_15_11_59,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0279873459648179,0.5627433671372541,9.932784423249316,,,,B
74,74,74,74,74,74,2018_11_15_12_00,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0265212129402015,0.563508755139976,9.92713648768198,,,,B
75,75,75,75,75,75,2018_11_15_12_01,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.332276588490817,0.5601949439126529,9.90651636668536,,,,B
76,76,76,76,76,76,2018_11_15_12_02,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.4515657441489388,0.5618679366797295,9.90609276231806,,,,B
77,77,77,77,77,77,2018_11_15_12_03,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,2.00110244647454,0.5241600202143264,6.786068692482371,,,,B
78,78,78,78,78,78,2018_11_15_12_04,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.1959922722076158,0.8948714064332546,6.072792163441547,,,,B
79,79,79,79,79,79,2018_11_15_12_05,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0864164716377377,0.0163947853706606,9.928643239361731,,,,B
80,80,80,80,80,80,2018_11_15_12_06,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0849820954384094,0.0195289643090705,9.92319799860026,,,,B
81,81,81,81,81,81,2018_11_15_12_07,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.086556091938375,0.0198618143203361,9.920975729972024,,,,B
82,82,82,82,82,82,2018_11_15_12_08,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0869151519311305,0.0199659798397536,9.917224555431153,,,,B
83,83,83,83,83,83,2018_11_15_12_09,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0877462858096302,0.0197783044731242,9.9169859426092,,,,B
84,84,84,84,84,84,2018_11_15_12_10,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0873702748903187,0.0208551446820369,9.914565524342516,,,,B
85,85,85,85,85,85,2018_11_15_12_11,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0886310411590141,0.0198533746241881,9.912280675811878,,,,B
86,86,86,86,86,86,2018_11_15_12_12,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0879554098611418,0.0205584978395296,9.909637135218382,,,,B
87,87,87,87,87,87,2018_11_15_12_20,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.0876427982195122,0.0228575353135888,9.855022412891984,,,,B
88,88,88,88,88,88,2018_11_15_12_21,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,2.43102375910294,2.170695924300801,3.292424328088237,,,,B
89,89,89,89,89,89,2018_11_15_12_22,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,4.221677352015671,6.766134640481517,-5.415918839697652,,,,B
90,90,90,90,90,90,2018_11_15_12_23,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,4.0,3.244365824669651,6.953657213213897,-5.791553805767076,,,,B
91,91,91,91,91,91,2018_11_15_12_25,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,2.4302171490217965,5.898029553295457,0.891366444613976,,,,B
92,92,92,92,92,92,2018_11_15_12_26,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,0.3207935354048155,0.8479602763493854,9.88598471724523,,,,B
93,93,93,93,93,93,2018_11_15_12_27,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,0.3996118358703245,0.7910195611993242,9.878129169932786,,,,B
94,94,94,94,94,94,2018_11_15_12_28,recreation_etc,4.0,2.0,,0.0,,,home,1.0,3.0,3.0,-0.5490353811700847,1.5764845732997177,8.888263365838638,,,,B
95,95,95,95,95,95,2018_11_15_12_29,travel,2.0,2.0,1.0,2.0,2.0,,restaurant,1.0,3.0,3.0,0.7102887001734906,2.568611231038441,9.189237705544778,,,,B
96,96,96,96,96,96,2018_11_15_12_31,travel,2.0,2.0,1.0,2.0,2.0,,restaurant,1.0,3.0,4.0,8.509801262987011,-7.199582132467532,1.1334057578831176,,,,B
97,97,97,97,97,97,2018_11_15_12_33,travel,2.0,2.0,1.0,2.0,2.0,,restaurant,1.0,3.0,2.0,-7.703433538378679,1.0297021780256224,-4.074836283716558,,,,B
98,98,98,98,98,98,2018_11_15_12_34,travel,2.0,2.0,1.0,2.0,2.0,,restaurant,1.0,3.0,2.0,-0.8868238408012618,-0.1519302182166284,9.29178705370183,,,,B
99,99,99,99,99,99,2018_11_15_12_35,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,2.0,0.5023362318169773,3.8562906035788806,8.345267630641814,,,,B
100,100,100,100,100,100,2018_11_15_12_36,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,1.0726398962552108,2.232229801385018,9.026927391657305,,,,B
101,101,101,101,101,101,2018_11_15_12_37,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,0.0253120472389698,0.0191697000403134,9.86471577771552,,,,B
102,102,102,102,102,102,2018_11_15_12_38,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,-0.03204691284972,-0.0057750396118701,9.860198157614736,,,,B
103,103,103,103,103,103,2018_11_15_12_43,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,-0.5181238454854368,-1.2831759176213575,9.753315550970877,,,,B
104,104,104,104,104,104,2018_11_15_12_48,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,0.9321874887500002,-1.098036557042254,9.751971633802828,,,,B
105,105,105,105,105,105,2018_11_15_01_07,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,-0.0242840456693877,-0.0191536136448979,9.833401928571428,,,,B
106,106,106,106,106,106,2018_11_15_01_14,meal,3.0,0.0,,2.0,2.0,,restaurant,2.0,3.0,3.0,0.0270596464625899,0.0070275850258992,9.834132016187054,,,,B
107,107,107,107,107,107,2018_11_15_01_18,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-3.6593914061564456,1.7589125893396709,8.069112593012104,,,,B
108,108,108,108,108,108,2018_11_15_01_19,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,0.6552873725047029,1.1250361815736851,9.584132972900326,,,,B
109,109,109,109,109,109,2018_11_15_01_20,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.8362058984894243,3.916619232939227,0.1404427092445415,,,,B
110,110,110,110,110,110,2018_11_15_01_21,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,4.0,2.877444363896972,6.384818495688679,-6.5395823044232735,,,,B
111,111,111,111,111,111,2018_11_15_01_22,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,4.56533244300112,5.037067926374805,-4.06374449772006,,,,B
112,112,112,112,112,112,2018_11_15_01_23,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,4.578442912340422,5.341415701041434,-5.049426345600788,,,,B
113,113,113,113,113,113,2018_11_15_01_24,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.049873413312817,2.542974477548618,3.8934577413307183,,,,B
114,114,114,114,114,114,2018_11_15_01_25,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.3165279483339343,0.6079797726243013,9.87999250979842,,,,B
115,115,115,115,115,115,2018_11_15_01_26,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,0.0126948992952967,0.7107642242553193,9.903591313997769,,,,B
116,116,116,116,116,116,2018_11_15_01_32,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,,,,,,,B
117,117,117,117,117,117,2018_11_15_01_33,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,0.4380216173141208,0.003256665175792,9.859519304610952,,,,B
118,118,118,118,118,118,2018_11_15_01_34,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.4070089282446811,-2.6429493325506126,9.437729694944045,,,,B
119,119,119,119,119,119,2018_11_15_01_35,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6675908458678629,-2.763458322172448,9.523333687010108,,,,B
120,120,120,120,120,120,2018_11_15_01_36,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.659845215285557,-2.771010913045908,9.523073618701057,,,,B
121,121,121,121,121,121,2018_11_15_01_37,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6507644048600252,-2.7762872717245206,9.532537882978756,,,,B
122,122,122,122,122,122,2018_11_15_01_38,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6505767279283351,-2.784496725699877,9.541742103023577,,,,B
123,123,123,123,123,123,2018_11_15_01_39,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6509038209126556,-2.7841267380738937,9.542661727883557,,,,B
124,124,124,124,124,124,2018_11_15_01_40,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6494050980683116,-2.785789007614768,9.544736897536438,,,,B
125,125,125,125,125,125,2018_11_15_01_41,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6510217880683103,-2.7872341072228304,9.554986770436772,,,,B
126,126,126,126,126,126,2018_11_15_01_42,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6532524450559922,-2.788110824244104,9.56392827267639,,,,B
127,127,127,127,127,127,2018_11_15_01_43,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6521666091769343,-2.792065413661802,9.57225845744684,,,,B
128,128,128,128,128,128,2018_11_15_01_44,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6518153877547611,-2.791987660414317,9.572183390257589,,,,B
129,129,129,129,129,129,2018_11_15_01_45,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.6512282255400117,-2.3181686800839363,9.672079928931188,,,,B
130,130,130,130,130,130,2018_11_15_01_46,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.7833999543561021,-1.113826611198204,9.891349548712178,,,,B
131,131,131,131,131,131,2018_11_15_01_47,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-0.7855743082418813,-1.1088424915453503,9.88403021836506,,,,B
132,132,132,132,132,132,2018_11_15_01_48,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,0.4727201940279821,-0.982782962511921,9.105620134960809,,,,B
133,133,133,133,133,133,2018_11_15_01_50,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,-1.4821797782326984,-0.0133549011478961,-7.6983248138806015,,,,B
134,134,134,134,134,134,2018_11_15_01_55,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.21814570089552,-1.899323784179105,-9.068260389552238,,,,B
135,135,135,135,135,135,2018_11_15_01_56,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,4.0,-0.9891898816850364,1.147158176322516,-7.8085004101173245,,,,B
136,136,136,136,136,136,2018_11_15_01_57,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.12078014266518,0.1988742422049281,-9.254784324468073,,,,B
137,137,137,137,137,137,2018_11_15_01_58,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.1264320689635854,0.2485114291876778,-9.248081894117671,,,,B
138,138,138,138,138,138,2018_11_15_01_59,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.1167317202687554,0.2838348917155645,-9.244513117861128,,,,B
139,139,139,139,139,139,2018_11_15_02_00,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.103240540313555,0.302586343051511,-9.243708798992154,,,,B
140,140,140,140,140,140,2018_11_15_02_01,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.1098091765509523,0.3064363693469185,-9.23786942021277,,,,B
141,141,141,141,141,141,2018_11_15_02_02,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.363286219428882,0.2513643673012348,-9.179062697368416,,,,B
142,142,142,142,142,142,2018_11_15_02_03,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.393215068756994,0.2369294479843255,-9.171204475923831,,,,B
143,143,143,143,143,143,2018_11_15_02_04,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.385702697144452,0.2499246287793982,-9.170617302631555,,,,B
144,144,144,144,144,144,2018_11_15_02_05,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.41083918897593,0.2679683798209312,-9.163184364577493,,,,B
145,145,145,145,145,145,2018_11_15_02_06,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.530622940425532,0.2792234391881308,-9.125623305431125,,,,B
146,146,146,146,146,146,2018_11_15_02_07,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.8634974160694213,0.2806283236394188,-9.026567748320272,,,,B
147,147,147,147,147,147,2018_11_15_02_08,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.8609932907054776,0.2927333856606938,-9.031248923852184,,,,B
148,148,148,148,148,148,2018_11_15_02_09,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.875248569988791,0.2954627220078378,-9.025653511198213,,,,B
149,149,149,149,149,149,2018_11_15_02_10,recreation_etc,4.0,0.0,,0.0,,,home,2.0,3.0,3.0,2.886383088185878,0.3156834033594617,-9.0240770151176,,,,B
