,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
32,32,32,32,32,32,2018_10_30_07_07,work,3.0,3.0,2.0,0.0,,,outdoor,6.0,2.0,0.0,-2.061879531801009,0.2882452625350507,9.828689967917144,-0.6793375651041667,-0.2554931640625,0.49970703125,
33,33,33,33,33,33,2018_10_30_07_08,work,3.0,3.0,2.0,0.0,,,outdoor,6.0,2.0,0.0,-1.183188753025536,2.5539483047245244,9.895035938409873,-0.1752766927083333,-0.1979736328125,0.673193359375,
34,34,34,34,34,34,2018_10_30_07_09,work,3.0,3.0,2.0,0.0,,,outdoor,6.0,2.0,0.0,-1.3204277137936196,2.769911731349381,9.771020007446824,-0.0922607421875,-0.0785237630208333,0.6730387369791667,
35,35,35,35,35,35,2018_10_30_07_10,work,3.0,3.0,2.0,0.0,,,outdoor,6.0,2.0,0.0,4.145239824822277,1.604136610348937,5.248429273832026,-0.6675944010416667,0.1191243489583333,0.138818359375,
36,36,36,36,36,36,2018_10_30_07_11,work,5.0,1.0,,0.0,,,other_indoor,4.0,4.0,3.0,6.135751849185888,1.8362320560538623,5.13607071411479,-0.7818033854166667,0.19296875,-0.1508382161458333,
37,37,37,37,37,37,2018_10_30_07_12,work,5.0,1.0,,0.0,,,other_indoor,4.0,4.0,2.0,9.16887557402576,2.20135183472094,2.505258606455768,-0.8335286458333333,0.4006184895833333,0.1021240234375,
38,38,38,38,38,38,2018_10_30_07_13,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,2.0,1.6080258534374273e-05,3.5199293382685988,9.326248296374926,-0.3654866536458333,-0.0678629557291666,0.4584147135416667,
39,39,39,39,39,39,2018_10_30_07_14,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-0.1216233038191385,2.9834539916595366,9.8605478337437,-0.1396077473958333,-0.0778889973958333,0.8004720052083333,
40,40,40,40,40,40,2018_10_30_07_15,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-0.641912148261255,-0.3914290756122081,8.05650076086227,-0.5899739583333333,-0.0389241536458333,0.6109700520833333,
41,41,41,41,41,41,2018_10_30_07_16,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,3.0,-1.760942039977602,-8.2590436851064,5.257011305879068,-0.1986141870766024,-0.0938151380927566,0.5086226550286608,
42,42,42,42,42,42,2018_10_30_07_17,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,3.0,-1.6322235382181411,-8.259341395072786,5.310651629451301,0.0619954427083333,-0.1083170572916666,0.6414143880208333,
43,43,43,43,43,43,2018_10_30_07_18,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,3.0,-1.7948683875459088,-8.276682691097447,5.218854262374026,-0.673583984375,-0.3666585286458333,0.3520100911458333,
44,44,44,44,44,44,2018_10_30_07_19,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,3.0,-1.6400844611595735,-8.266996050391944,5.276130135274358,-0.63505859375,-0.1522705078125,0.6035725911458333,
45,45,45,45,45,45,2018_10_30_07_20,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-1.740285849885843,-8.257819825237839,5.282158846894253,0.0154052734375,-0.3183349609375,0.7827311197916667,
46,46,46,46,46,46,2018_10_30_07_21,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,3.0,-1.657848683958033,-8.28628240000001,5.250604194292111,-0.0592122395833333,-0.293115234375,0.8402506510416666,
47,47,47,47,47,47,2018_10_30_07_22,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-1.5748297350826432,-6.292240919492728,5.196622846164066,-0.5982421875,-0.2720703125,0.5864095052083333,
48,48,48,48,48,48,2018_10_30_07_23,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-2.4152937281657287,-8.678265393445125,3.978907198028661,-0.1187825520833333,-0.1098551432291666,0.9106201171875,
49,49,49,49,49,49,2018_10_30_07_24,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-0.1318728989208964,2.5783339132677887,9.9717783179832,-0.5274576822916667,-0.2975179036458333,0.7467041015625,
50,50,50,50,50,50,2018_10_30_07_25,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-0.0085204624631579,2.9183254203807354,9.867509431970864,-0.3300862630208333,0.0275553385416666,0.9121826171875,
51,51,51,51,51,51,2018_10_30_07_26,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,3.0,-0.1466790382391937,3.061157112581182,9.80526282726762,-0.3815999348958333,-0.0407958984375,0.8736653645833333,
52,52,52,52,52,52,2018_10_30_07_27,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,-0.0355242698852184,2.8601031572435613,9.894344172284445,-0.4395670572916667,-0.1376953125,0.7246907552083334,
53,53,53,53,53,53,2018_10_30_07_28,travel,3.0,3.0,2.0,0.0,,,outdoor,4.0,4.0,0.0,1.073974398993057,2.170326406311873,8.90316343885117,0.0427143043251693,0.1296492313705054,0.7652423137050547,
54,54,54,54,54,54,2018_10_30_07_29,travel,2.0,1.0,1.0,0.0,,,other_indoor,6.0,3.0,4.0,5.070350807474803,2.7741907290615884,5.86941496522508,-0.6058349609375,0.411474609375,0.1401529947916666,
55,55,55,55,55,55,2018_10_30_07_30,travel,5.0,2.0,,0.0,,,other_indoor,6.0,2.0,2.0,5.415464396932238,2.4965115952653973,5.598575249014558,0.0107421875,0.9847900390625,0.1859130859375,
56,56,56,56,56,56,2018_10_30_07_31,travel,5.0,2.0,,0.0,,,other_indoor,6.0,2.0,4.0,7.132806803695403,-6.5078878929451385,0.641679569997202,-0.01240234375,1.0047688802083334,0.0585205078125,
57,57,57,57,57,57,2018_10_30_07_32,travel,5.0,2.0,,0.0,,,other_indoor,6.0,2.0,3.0,5.986032425310765,-4.894927893781972,2.0781228395747484,-0.015380859375,1.0079996744791666,0.0238037109375,
58,58,58,58,58,58,2018_10_30_07_35,recreation_etc,3.0,0.0,,0.0,,,home,7.0,2.0,4.0,0.8728245908284438,3.291201554535273,9.601503561590151,-0.9725341796875,0.00205078125,-0.262255859375,
59,59,59,59,59,59,2018_10_31_08_18,meal,3.0,0.0,,1.0,1.0,,home,4.0,2.0,3.0,0.0159999998624926,1.745527181044887,9.906832565682208,-0.7829915364583333,0.3142008463541667,0.0335286458333333,
60,60,60,60,60,63,2018_10_31_08_19,meal,3.0,0.0,,1.0,1.0,,home,4.0,2.0,4.0,0.1013210055787113,-0.9828700863983192,6.915030541507671,-0.72060546875,0.319091796875,0.2378255208333333,
61,61,61,61,61,67,2018_10_31_08_20,meal,3.0,0.0,,1.0,1.0,,home,4.0,2.0,3.0,-0.3968798167856644,-1.5225594659417845,8.14561968473208,-0.6045572916666667,0.184814453125,0.4540690104166666,
62,62,62,62,62,71,2018_10_31_08_21,meal,3.0,0.0,,1.0,1.0,,home,4.0,2.0,3.0,-0.115932446892161,0.1732029317129881,10.198002811814124,-0.6103683559145389,-0.3051556800416883,0.639419945284002,
63,63,63,63,63,75,2018_10_31_08_22,travel,2.0,1.0,1.0,0.0,,,outdoor,4.0,6.0,3.0,0.0738142984006713,-0.0569034961099048,8.067774356632343,-0.4492757161458333,-0.2074788411458333,0.1950439453125,
64,64,64,64,64,79,2018_10_31_08_23,travel,2.0,1.0,1.0,0.0,,,outdoor,4.0,6.0,4.0,-4.799425297546816,5.1798325739888,3.593491654759244,-0.9384114583333332,0.2356038411458333,0.1139241536458333,
65,65,65,65,65,83,2018_10_31_08_24,travel,2.0,1.0,1.0,0.0,,,outdoor,4.0,6.0,3.0,-6.669130607549841,4.980076258443456,2.27204781351915,-0.9578450520833334,0.142919921875,0.02001953125,
66,66,66,66,66,87,2018_10_31_08_25,travel,3.0,2.0,,0.0,,,home,4.0,4.0,4.0,-3.2716860080631487,5.432526788409864,6.636278045502805,-0.8870849609375,0.1907470703125,0.02314453125,
67,67,67,67,67,91,2018_10_31_08_26,travel,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,-5.403773584243927,6.124164052977012,4.428537455915971,-0.9138346354166668,0.2619954427083333,0.0840413411458333,
68,68,68,68,68,95,2018_10_31_08_27,travel,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,-4.442852782309853,6.306359431063844,5.178681063325864,-0.740869140625,0.4060139973958333,0.327783203125,
69,69,69,69,69,99,2018_10_31_08_28,travel,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,-3.3625932734235127,5.252229685979847,6.273895645771546,-0.7395345052083333,0.2681477864583333,0.2469889322916666,
70,70,70,70,70,103,2018_10_31_08_29,work,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,2.5954326188715537,2.418982890770993,8.572045123404271,-0.8730387369791667,0.2425537109375,0.1411376953125,
71,71,71,71,71,107,2018_10_31_08_30,work,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,2.8164279427532155,0.7184159223503062,9.718230409904866,-0.9031494140625,0.2647298177083333,0.2166097005208333,
72,72,72,72,72,111,2018_10_31_08_31,work,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,2.881618794938407,1.0419951789053736,9.603080250615898,-0.9728841145833332,0.1976481119791666,0.17763671875,
73,73,73,73,73,115,2018_10_31_08_32,work,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,-1.8355162003004488,7.187460471948482,4.295344003831457,-0.9234130859375,0.1774658203125,0.3234944661458333,
74,74,74,74,74,119,2018_10_31_08_33,work,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,-1.3649736380950237,6.159132778483515,5.2280556154169,-0.7814942678478374,0.1674048983845753,0.5444078947368421,
75,75,75,75,75,123,2018_10_31_08_34,work,3.0,2.0,,0.0,,,home,4.0,4.0,3.0,3.708261842273231,3.634647504983204,8.725633348264251,-0.6887125651041667,0.1879964192708333,0.6812581380208333,
76,76,76,76,76,127,2018_10_31_08_35,travel,2.0,1.0,1.0,1.0,1.0,,outdoor,4.0,4.0,4.0,2.273255630107055,2.9159606940621456,8.380779739983321,-0.7915201822916667,0.1420817057291666,0.3213134765625,
77,77,77,77,77,131,2018_10_31_08_36,travel,2.0,1.0,1.0,1.0,1.0,,outdoor,4.0,4.0,2.0,-0.200029792971781,-6.472052699338748,1.3637123456932816,-0.761474609375,0.4179524739583333,0.0819498697916666,
78,78,78,78,78,135,2018_10_31_08_37,travel,2.0,1.0,1.0,1.0,1.0,,outdoor,4.0,4.0,2.0,-2.430038559950264,-9.31018223661074,-0.4077211941432631,-0.9059651692708334,0.4067220052083333,0.1839436848958333,
79,79,79,79,79,139,2018_10_31_08_38,travel,2.0,1.0,1.0,1.0,1.0,,outdoor,4.0,4.0,2.0,-2.945364357646722,-9.345192918583754,-1.0128324890685163,-0.9340006510416666,0.2569905598958333,0.1622477213541666,
80,80,80,80,80,143,2018_10_31_08_39,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,2.0,-1.166603601966854,1.908036642804254,5.322957840741048,-0.762744140625,-0.1327555338541666,0.0139404296875,
81,81,81,81,81,147,2018_10_31_08_40,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,4.0,-9.452962497760351,2.596974227359125,1.5049836575660136,-0.0550537109375,-0.196923828125,0.808056640625,
82,82,82,82,82,151,2018_10_31_08_41,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,4.0,-4.359857431506148,2.1683477750082827,2.5547110661982058,-0.3811360677083333,-0.275390625,0.7149088541666667,
83,83,83,83,83,155,2018_10_31_08_42,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,9.432822370660691,-0.089250369774468,2.8807809878499504,-0.5535074869791666,0.1756184895833333,0.7925374348958333,
84,84,84,84,84,159,2018_10_31_08_43,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,9.257087891997768,0.0882143420994971,3.422181751902629,-0.6101399739583333,-0.0803548177083333,0.6637532552083333,
85,85,85,85,85,163,2018_10_31_08_44,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,7.916546308068014,0.7871497441553458,4.297159980998598,-0.5447498697238145,-0.0084760943199583,0.7415239056800417,
86,86,86,86,86,167,2018_10_31_08_45,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,9.26997069131654,0.0918836937802802,3.4305134629467826,-0.6180745442708333,-0.2098307291666666,0.6857259114583333,
87,87,87,87,87,171,2018_10_31_08_46,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,9.286111004199316,0.0213842672454646,3.41831812725319,-0.2072591145833333,-0.2515380859375,0.797998046875,
88,88,88,88,88,175,2018_10_31_08_47,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,9.38491422719642,0.1358920488709572,3.055607627095692,0.0002522786458333,-0.17314453125,0.8602701822916666,
89,89,89,89,89,179,2018_10_31_08_48,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,9.188983658599447,0.1614939361388236,3.713332401469466,-0.3204508463541666,-0.2501220703125,0.7921793619791667,
90,90,90,90,90,183,2018_10_31_08_49,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,9.246532958163488,-0.1331235129547596,2.520321571244341,0.030517578125,-0.1357421875,0.7948974609375,
91,91,91,91,91,187,2018_10_31_08_50,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,9.08737337060468,-0.0679009552743558,3.9546434442889193,-0.7676188151041666,-0.1321858723958333,0.3727294921875,
92,92,92,92,92,191,2018_10_31_08_51,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,1.291520279272001,6.128427082373686,6.059535478667428,-0.7727213541666667,-0.2163492838541666,0.3765869140625,
93,93,93,93,93,195,2018_10_31_08_52,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,4.819833642841549,2.3591868378024587,5.435911631627116,-0.3373697916666666,-0.3351236979166667,0.5861083984375,
94,94,94,94,94,199,2018_10_31_08_53,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,4.0,9.501170988689823,0.062262649860918,2.385108826215008,0.0967447916666666,-0.3326009114583333,0.8441731770833333,
95,95,95,95,95,203,2018_10_31_08_54,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,4.0,9.60567131449357,0.0523267728917739,2.047293656200337,0.03837890625,-0.394677734375,0.8695638020833333,
96,96,96,96,96,207,2018_10_31_08_55,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,6.641034978548166,0.499004717377603,4.282348783986561,-0.069775390625,-0.2828287760416667,0.84755859375,
97,97,97,97,97,211,2018_10_31_08_56,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,4.0,9.558162689809636,-0.0869419619143337,2.2995637029955223,-0.1963424960917144,-0.3078344841063054,0.6512832204273059,
98,98,98,98,98,215,2018_10_31_08_57,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,1.0053529166502706,2.091848612497313,2.7137659629529685,-0.021533203125,-0.2589029947916667,0.3359537760416666,
99,99,99,99,99,219,2018_10_31_08_58,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,3.0,7.222539783488467,0.9490905083362868,1.8810583196685369,-0.3219401041666667,-0.2736979166666666,0.7253987630208333,
100,100,100,100,100,220,2018_10_31_08_59,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,9.569216697760368,0.2066332793983203,1.988212915817468,-0.5961344401041667,-0.2561279296875,0.7251302083333333,
101,101,101,101,101,221,2018_10_31_09_00,travel,3.0,3.0,2.0,1.0,1.0,,outdoor,4.0,4.0,0.0,8.082870602070821,0.3472303358218491,1.727065113722129,-0.2075439453125,-0.0924235026041666,0.6363525390625,
102,102,102,102,102,222,2018_10_31_09_08,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-0.084542399047816,0.1848012699608046,10.202946706047028,-0.6154947916666667,-0.1008382161458333,0.55888671875,
103,103,103,103,103,223,2018_10_31_09_09,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-3.1493404268612526,4.243705078717811,5.442289860043827,-0.9532063802083334,-0.0473795572916666,-0.1432861328125,
104,104,104,104,104,224,2018_10_31_09_10,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-7.56313300767077,6.149875702463602,2.45093193118701,-0.3526936848958333,0.0986897786458333,0.857177734375,
105,105,105,105,105,225,2018_10_31_09_11,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-7.870435380963049,5.61090417071669,2.061408994185331,-0.3005452473958333,0.0739583333333333,0.9111246744791668,
106,106,106,106,106,226,2018_10_31_09_12,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-8.23932202346026,5.101287724692053,0.6443499240641661,-0.5705810546875,0.0128824869791666,0.7312906901041667,
107,107,107,107,107,227,2018_10_31_09_13,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-6.265330865631238,3.929378300690934,3.868554045563493,-0.7813395182291667,0.0920084635416666,0.397509765625,
108,108,108,108,108,228,2018_10_31_09_14,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,3.0,-0.3756349636445698,0.5285153328029107,10.050369328387436,-0.935107421875,-0.0264241536458333,-0.0291829427083333,
109,109,109,109,109,229,2018_10_31_09_15,work,3.0,0.0,,4.0,4.0,,other_indoor,5.0,3.0,4.0,-0.0970094065637178,1.691306444346251,10.0347173093505,-0.9121988932291668,-0.1030436197916666,-0.4174886067708333,
110,110,110,110,110,230,2018_10_31_09_16,work,2.0,1.0,1.0,4.0,4.0,,workplace,4.0,4.0,2.0,-0.27412939593113,-7.735244764372357,0.6616857679664045,-0.3236979166666666,0.8150146484375,0.0895426432291666,
111,111,111,111,111,231,2018_10_31_09_17,work,2.0,1.0,1.0,4.0,4.0,,workplace,4.0,4.0,2.0,-3.2038118594132143,-8.857602536391942,-1.7588843275356103,-0.3523356119791667,0.8011881510416666,0.1450276692708333,
112,112,112,112,112,232,2018_10_31_09_18,work,2.0,1.0,1.0,4.0,4.0,,workplace,4.0,4.0,2.0,-0.7946418418523769,0.204178367490209,4.585474360351708,-0.5725231240229286,0.2096632360604481,0.0528025664408546,
113,113,113,113,113,233,2018_10_31_09_19,work,2.0,1.0,1.0,4.0,4.0,,workplace,4.0,4.0,4.0,-4.573370552319098,5.845819668218484,3.039363943185159,-0.3895751953125,0.2081705729166666,0.493896484375,
114,114,114,114,114,234,2018_10_31_09_20,meal,3.0,0.0,,4.0,4.0,,restaurant,2.0,2.0,3.0,-0.3815815908329217,1.3673519151565676,9.6892604273505,-0.7131998697916667,0.0250162760416666,0.5797119140625,
115,115,115,115,115,235,2018_10_31_09_21,meal,3.0,0.0,,4.0,4.0,,restaurant,2.0,2.0,3.0,-0.147231337133036,0.8463543198840988,10.011560714277712,-0.42001953125,-0.3491536458333333,0.3773600260416667,
116,116,116,116,116,236,2018_10_31_09_22,meal,3.0,0.0,,4.0,4.0,,restaurant,2.0,2.0,3.0,-0.1534594802281071,1.2620177615164572,9.92949834283314,-0.5193603515625,0.003369140625,0.574609375,
117,117,117,117,117,237,2018_10_31_09_23,meal,3.0,0.0,,4.0,4.0,,restaurant,2.0,2.0,3.0,-0.2178227251540632,0.1330907894289082,10.233259875910369,-0.22314453125,-0.268896484375,0.5958251953125,
118,118,118,118,118,238,2018_10_31_09_24,meal,3.0,0.0,,4.0,4.0,,restaurant,2.0,2.0,3.0,-1.4097156641069433,2.5082976122195952,7.623887475867843,-0.3787434895833333,-0.1965169270833333,0.6071940104166667,
